City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (Inches),Snow (Inches),Date
185,Kimbe,PG,-5.55,150.14,75.87,75.87,87,58,4.21,broken clouds,0.0,0.0,2020-05-29 15:51:41
186,Yerkoy,TR,39.64,34.47,57.0,57.0,57,80,10.6,broken clouds,0.0,0.0,2020-05-29 15:51:41
187,Ixtapa,MX,20.7,-105.2,81.0,78.8,69,90,6.93,overcast clouds,0.0,0.0,2020-05-29 15:51:41
188,San Patricio,MX,19.22,-104.7,73.4,73.4,78,5,7.31,clear sky,0.0,0.0,2020-05-29 15:51:41
189,Kloulklubed,PW,7.04,134.26,78.8,78.8,88,75,7.72,broken clouds,0.0,0.0,2020-05-29 15:51:41
190,Onega,RU,63.91,38.14,53.2,53.2,46,18,3.13,few clouds,0.0,0.0,2020-05-29 15:51:41
191,Vardo,NO,70.37,31.11,48.2,42.8,66,75,17.22,broken clouds,0.0,0.0,2020-05-29 15:51:41
192,Adrar,MR,20.5,-10.07,104.61,104.61,8,1,1.9,clear sky,0.0,0.0,2020-05-29 15:48:18
193,Demba,CD,-5.51,22.27,84.67,84.67,47,87,3.0,overcast clouds,0.0,0.0,2020-05-29 15:51:42
194,Hithadhoo,MV,-0.6,73.08,83.91,83.91,80,100,16.04,light rain,0.36,0.0,2020-05-29 15:51:42
195,Honjo,JP,36.23,139.18,66.0,55.99,76,1,1.01,light rain,0.12,0.0,2020-05-29 15:51:42
196,Strathmore,CA,51.05,-113.39,60.01,60.01,60,59,4.0,broken clouds,0.0,0.0,2020-05-29 15:51:42
197,Mindelo,CV,16.89,-24.98,84.2,84.2,51,20,24.16,few clouds,0.0,0.0,2020-05-29 15:51:42
198,Naze,JP,28.37,129.48,69.8,69.8,94,18,3.36,few clouds,0.0,0.0,2020-05-29 15:51:42
199,Sitka,US,57.05,-135.33,51.8,51.8,71,40,6.93,scattered clouds,0.0,0.0,2020-05-29 15:51:43
200,Tabas,IR,33.6,56.92,100.4,100.4,10,0,6.93,clear sky,0.0,0.0,2020-05-29 15:51:43
201,Samarai,PG,-10.62,150.67,80.24,80.24,84,88,11.95,light rain,0.94,0.0,2020-05-29 15:48:58
202,Havelock,US,34.88,-76.9,82.4,78.01,74,75,11.41,broken clouds,0.0,0.0,2020-05-29 15:49:39
203,Kuching,MY,1.55,110.33,78.8,78.01,88,20,4.7,few clouds,0.0,0.0,2020-05-29 15:51:43
204,Iqaluit,CA,63.75,-68.51,24.8,24.01,73,75,4.7,broken clouds,0.0,0.0,2020-05-29 15:51:43
205,Hokitika,NZ,-42.72,170.97,48.43,48.43,70,4,5.68,clear sky,0.0,0.0,2020-05-29 15:51:43
206,Vao,NC,-22.67,167.48,75.2,75.2,79,83,15.5,broken clouds,0.0,0.0,2020-05-29 15:51:43
207,Blantyre,MW,-15.79,35.01,68.25,68.25,79,7,4.61,light rain,0.61,0.0,2020-05-29 15:48:24
208,Sistranda,NO,63.73,8.83,53.6,53.6,66,75,11.41,broken clouds,0.0,0.0,2020-05-29 15:50:54
209,Omsukchan,RU,62.53,155.8,25.63,25.63,93,0,5.7,clear sky,0.0,0.0,2020-05-29 15:51:44
210,Carnarvon,AU,-24.87,113.63,68.54,68.54,60,11,9.69,few clouds,0.0,0.0,2020-05-29 15:51:44
211,Horn Lake,US,34.96,-90.03,73.99,72.0,73,75,6.93,broken clouds,0.0,0.0,2020-05-29 15:51:44
212,Marovoay,MG,-16.1,46.63,82.4,82.4,65,20,3.36,few clouds,0.0,0.0,2020-05-29 15:51:44
213,Umea,SE,63.83,20.26,60.8,60.01,41,66,13.87,broken clouds,0.0,0.0,2020-05-29 15:51:44
214,Marondera,ZW,-18.19,31.55,60.26,60.26,47,18,3.51,few clouds,0.0,0.0,2020-05-29 15:51:44
215,Berdigestyakh,RU,62.1,126.7,31.44,31.44,85,24,4.03,few clouds,0.0,0.0,2020-05-29 15:51:44
216,Collie,AU,-33.37,116.15,46.99,46.0,74,23,6.4,few clouds,0.0,0.0,2020-05-29 15:51:45
217,Mafinga,TZ,-7.25,35.07,76.41,76.41,41,0,6.4,clear sky,0.0,0.0,2020-05-29 15:51:45
218,Margate,GB,51.38,1.39,62.01,59.0,72,0,7.0,clear sky,0.0,0.0,2020-05-29 15:51:45
219,Constitucion,CL,-35.33,-72.42,55.04,55.04,40,26,7.36,scattered clouds,0.0,0.0,2020-05-29 15:51:45
220,Brejinho,BR,-6.19,-35.36,77.0,77.0,94,90,8.05,light rain,0.0,0.0,2020-05-29 15:51:45
221,Bandarbeyla,SO,9.49,50.81,82.08,82.08,79,70,28.48,broken clouds,0.0,0.0,2020-05-29 15:51:45
222,Bixby,US,35.94,-95.88,75.2,72.0,57,1,9.17,clear sky,0.0,0.0,2020-05-29 15:51:25
223,Rajkot,IN,22.3,70.78,84.6,84.6,73,0,17.54,clear sky,0.0,0.0,2020-05-29 15:51:45
224,Khandbari,NP,27.37,87.2,70.2,70.2,70,74,0.76,light rain,0.7,0.0,2020-05-29 15:51:46
225,Beloha,MG,-25.17,45.05,66.63,66.63,91,0,6.62,clear sky,0.0,0.0,2020-05-29 15:48:54
226,Cerrito,CO,6.84,-72.69,75.2,75.2,73,40,5.82,scattered clouds,0.0,0.0,2020-05-29 15:51:46
227,Hasaki,JP,35.73,140.83,60.8,59.0,93,40,2.24,scattered clouds,0.0,0.0,2020-05-29 15:51:46
228,Vestmannaeyjar,IS,63.44,-20.27,48.2,48.2,100,90,21.92,moderate rain,0.0,0.0,2020-05-29 15:51:46
229,Gorom-Gorom,BF,14.44,-0.24,103.21,103.21,15,100,7.52,overcast clouds,0.0,0.0,2020-05-29 15:51:46
230,Sioux Lookout,CA,50.1,-91.92,44.6,44.6,87,90,10.29,light intensity drizzle,0.0,0.0,2020-05-29 15:51:46
231,Basco,PH,20.45,121.97,84.29,84.29,78,0,5.19,clear sky,0.0,0.0,2020-05-29 15:51:46
232,Damietta,EG,31.42,31.81,71.6,71.6,64,0,14.99,clear sky,0.0,0.0,2020-05-29 15:51:46
233,Ha Giang,VN,22.83,104.98,76.75,76.75,79,1,1.7,clear sky,0.0,0.0,2020-05-29 15:51:47
234,Monrovia,LR,6.3,-10.8,82.4,82.4,83,75,5.82,light intensity drizzle,0.0,0.0,2020-05-29 15:51:47
235,Naron,ES,43.52,-8.15,73.4,73.4,69,0,8.05,clear sky,0.0,0.0,2020-05-29 15:51:47
236,Rafai,CF,4.95,23.92,80.44,80.44,76,18,2.84,light rain,0.31,0.0,2020-05-29 15:51:47
237,Los Llanos De Aridane,ES,28.66,-17.92,77.0,66.0,53,20,8.05,few clouds,0.0,0.0,2020-05-29 15:51:47
238,Geraldton,AU,-28.77,114.6,64.4,64.4,63,75,19.46,broken clouds,0.0,0.0,2020-05-29 15:51:47
239,Shache,CN,38.42,77.24,81.32,81.32,16,100,13.15,overcast clouds,0.0,0.0,2020-05-29 15:51:48
240,Haapiti,PF,-17.57,-149.87,77.0,77.0,83,52,3.36,light rain,0.87,0.0,2020-05-29 15:51:48
241,Conde,BR,-7.26,-34.91,75.2,75.2,100,75,12.75,broken clouds,0.0,0.0,2020-05-29 15:51:48
242,Arraial Do Cabo,BR,-22.97,-42.03,75.2,75.2,60,40,4.7,scattered clouds,0.0,0.0,2020-05-29 15:51:48
243,Ahipara,NZ,-35.17,173.17,56.8,56.8,90,26,3.87,scattered clouds,0.0,0.0,2020-05-29 15:48:28
244,Meulaboh,ID,4.14,96.13,80.31,80.31,83,98,3.67,overcast clouds,0.0,0.0,2020-05-29 15:51:48
245,Wakkanai,JP,45.41,141.67,51.75,51.75,87,10,23.8,clear sky,0.0,0.0,2020-05-29 15:51:48
246,Severnoye,RU,56.35,78.36,59.83,59.83,53,43,10.63,scattered clouds,0.0,0.0,2020-05-29 15:51:48
247,Ponta Do Sol,PT,32.67,-17.1,68.0,64.99,67,100,1.99,overcast clouds,0.0,0.0,2020-05-29 15:51:48
248,Auki,SB,-8.77,160.7,79.21,79.21,79,70,2.66,broken clouds,0.0,0.0,2020-05-29 15:51:49
249,Bhabua,IN,25.05,83.62,85.87,85.87,50,0,6.4,clear sky,0.0,0.0,2020-05-29 15:51:49
250,Csobanka,HU,47.65,18.96,68.0,64.99,61,99,5.99,light rain,0.75,0.0,2020-05-29 15:51:49
251,Kanniyakumari,IN,8.08,77.57,83.03,83.03,81,19,15.35,few clouds,0.0,0.0,2020-05-29 15:48:30
252,Opunake,NZ,-39.46,173.86,48.0,46.0,95,97,7.92,light rain,0.16,0.0,2020-05-29 15:51:49
253,Faanui,PF,-16.48,-151.75,81.54,81.54,78,47,18.57,scattered clouds,0.0,0.0,2020-05-29 15:51:49
254,Paamiut,GL,61.99,-49.67,35.55,35.55,85,61,21.88,broken clouds,0.0,0.0,2020-05-29 15:51:49
255,Lamu,KE,-2.27,40.9,79.14,79.14,81,100,14.43,overcast clouds,0.0,0.0,2020-05-29 15:51:50
256,Quatre Cocos,MU,-20.21,57.76,75.2,75.0,78,40,10.29,scattered clouds,0.0,0.0,2020-05-29 15:49:03
257,Miri,MY,4.41,114.01,86.0,86.0,84,75,2.24,broken clouds,0.0,0.0,2020-05-29 15:51:50
258,Scarborough,GB,54.28,-0.4,69.01,62.01,60,6,5.01,clear sky,0.0,0.0,2020-05-29 15:48:37
259,Sur,OM,22.57,59.53,92.68,92.68,55,0,12.66,clear sky,0.0,0.0,2020-05-29 15:51:50
260,Dubbo,AU,-32.25,148.62,48.2,48.2,93,0,8.05,clear sky,0.0,0.0,2020-05-29 15:48:02
261,Cap Malheureux,MU,-19.98,57.61,75.0,75.0,77,5,4.0,clear sky,0.0,0.0,2020-05-29 15:51:50
262,Grindavik,IS,63.84,-22.43,48.2,48.2,100,90,25.28,light intensity drizzle rain,0.0,0.0,2020-05-29 15:49:09
263,Labuhan,ID,-6.88,112.21,79.57,79.57,85,90,6.08,overcast clouds,0.0,0.0,2020-05-29 15:51:50
264,Cayenne,GF,4.93,-52.33,84.2,84.2,74,75,8.05,broken clouds,0.0,0.0,2020-05-29 15:51:51
265,Longkou,CN,37.65,120.33,67.6,67.6,72,56,16.46,broken clouds,0.0,0.0,2020-05-29 15:51:51
266,Tautira,PF,-17.73,-149.15,77.0,77.0,83,64,3.36,light rain,0.3,0.0,2020-05-29 15:49:07
267,Kavaratti,IN,10.57,72.64,83.66,83.66,79,100,15.59,light rain,0.92,0.0,2020-05-29 15:51:51
268,Baltay,RU,52.47,46.63,65.59,65.59,74,0,9.93,clear sky,0.0,0.0,2020-05-29 15:51:51
269,Sao Filipe,CV,14.9,-24.5,80.44,80.44,57,0,7.31,clear sky,0.0,0.0,2020-05-29 15:51:51
270,Raudeberg,NO,61.99,5.14,62.6,57.2,54,79,10.29,broken clouds,0.0,0.0,2020-05-29 15:49:09
271,Prince Rupert,CA,54.32,-130.32,51.8,51.8,71,75,2.24,broken clouds,0.0,0.0,2020-05-29 15:51:51
272,Abashiri,JP,44.02,144.27,52.0,52.0,81,7,7.0,clear sky,0.0,0.0,2020-05-29 15:49:03
273,Gornopravdinsk,RU,60.05,69.9,54.23,54.23,67,74,9.66,broken clouds,0.0,0.0,2020-05-29 15:51:52
274,Broken Hill,AU,-31.95,141.43,51.8,51.8,57,0,8.05,clear sky,0.0,0.0,2020-05-29 15:51:52
275,Bambous Virieux,MU,-20.34,57.76,75.2,75.0,78,40,10.29,scattered clouds,0.0,0.0,2020-05-29 15:51:52
276,Kupang,ID,-10.17,123.58,76.06,76.06,76,92,6.06,overcast clouds,0.0,0.0,2020-05-29 15:49:32
277,Alice Town,BS,25.72,-79.3,80.96,80.96,79,6,14.12,clear sky,0.0,0.0,2020-05-29 15:51:52
278,Mahajanga,MG,-15.72,46.32,82.4,82.4,65,20,3.36,few clouds,0.0,0.0,2020-05-29 15:51:52
279,Kuminskiy,RU,58.67,66.57,58.3,58.3,59,59,6.98,broken clouds,0.0,0.0,2020-05-29 15:51:52
280,Koslan,RU,63.46,48.9,55.2,55.2,46,67,6.24,broken clouds,0.0,0.0,2020-05-29 15:51:52
281,Guerrero Negro,MX,27.98,-114.06,70.7,70.7,65,0,9.42,clear sky,0.0,0.0,2020-05-29 15:51:53
282,Luganville,VU,-15.53,167.17,78.24,78.24,81,60,8.19,broken clouds,0.0,0.0,2020-05-29 15:48:52
283,Parkersburg,US,39.27,-81.56,78.01,75.2,73,20,8.05,few clouds,0.0,0.0,2020-05-29 15:51:53
284,Atambua,ID,-9.11,124.89,71.8,71.8,84,93,4.79,overcast clouds,0.0,0.0,2020-05-29 15:51:53
285,Namibe,AO,-15.2,12.15,80.6,80.6,69,10,16.11,clear sky,0.0,0.0,2020-05-29 15:51:53
286,Isangel,VU,-19.55,169.27,68.0,68.0,94,20,8.34,few clouds,0.0,0.0,2020-05-29 15:51:53
287,Pisco,PE,-13.7,-76.22,68.0,68.0,77,90,6.93,overcast clouds,0.0,0.0,2020-05-29 15:51:53
288,Caravelas,BR,-17.71,-39.25,78.13,78.13,58,21,9.98,few clouds,0.0,0.0,2020-05-29 15:48:45
289,Stornoway,GB,58.21,-6.39,71.01,69.8,56,89,9.17,overcast clouds,0.0,0.0,2020-05-29 15:51:53
290,Tilichiki,RU,60.47,166.1,33.62,33.62,100,100,5.59,overcast clouds,0.0,0.0,2020-05-29 15:51:54
291,Male,MV,4.17,73.51,82.4,82.4,83,90,14.99,overcast clouds,0.0,0.0,2020-05-29 15:51:54
292,Palu,ID,-0.89,119.87,76.98,76.98,80,100,3.69,overcast clouds,0.0,0.0,2020-05-29 15:51:54
293,Longyearbyen,SJ,78.22,15.64,42.8,42.8,75,75,5.82,broken clouds,0.0,0.0,2020-05-29 15:51:54
294,Fortuna,US,40.6,-124.16,55.99,55.0,93,90,3.36,overcast clouds,0.0,0.0,2020-05-29 15:51:54
295,Ikongo,MG,-21.88,47.43,67.48,67.48,86,1,2.53,clear sky,0.0,0.0,2020-05-29 15:51:54
296,Alofi,NU,-19.06,-169.92,75.2,75.2,100,0,4.7,clear sky,0.0,0.0,2020-05-29 15:51:54
297,Clyde River,CA,70.47,-68.59,24.8,24.8,85,75,3.36,broken clouds,0.0,0.0,2020-05-29 15:51:54
298,Sulzbach-Rosenberg,DE,49.5,11.75,66.2,62.6,32,20,3.36,few clouds,0.0,0.0,2020-05-29 15:51:54
299,Deputatskiy,RU,69.3,139.9,26.35,26.35,97,100,12.39,light snow,0.0,0.12,2020-05-29 15:51:55
300,Aras,ES,42.56,-2.36,87.8,87.8,22,0,6.93,clear sky,0.0,0.0,2020-05-29 15:49:05
301,Pemangkat,ID,1.17,108.97,81.32,81.32,78,62,2.77,broken clouds,0.0,0.0,2020-05-29 15:51:55
302,Nouadhibou,MR,20.93,-17.03,89.6,89.6,38,0,16.11,clear sky,0.0,0.0,2020-05-29 15:51:55
303,Tiksi,RU,71.69,128.87,29.16,29.16,97,100,11.12,overcast clouds,0.0,0.0,2020-05-29 15:51:55
304,Hay River,CA,60.82,-115.8,33.8,33.8,69,20,8.05,few clouds,0.0,0.0,2020-05-29 15:51:55
305,Thompson,CA,55.74,-97.86,41.0,41.0,48,40,11.41,scattered clouds,0.0,0.0,2020-05-29 15:51:55
306,Cidreira,BR,-30.18,-50.21,70.9,70.9,59,0,1.59,clear sky,0.0,0.0,2020-05-29 15:48:26
307,Longford,IE,53.73,-7.8,67.28,67.28,68,100,13.44,overcast clouds,0.0,0.0,2020-05-29 15:51:56
308,Saint-Joseph,RE,-21.37,55.62,73.4,61.0,78,33,6.93,scattered clouds,0.0,0.0,2020-05-29 15:51:56
309,Oistins,BB,13.07,-59.53,87.8,87.8,62,40,20.8,scattered clouds,0.0,0.0,2020-05-29 15:47:03
310,Goure,NE,13.98,10.27,105.01,105.01,9,7,5.99,clear sky,0.0,0.0,2020-05-29 15:51:56
311,Aqtobe,KZ,50.28,57.21,84.2,84.2,37,0,15.66,clear sky,0.0,0.0,2020-05-29 15:51:56
312,Tazovskiy,RU,67.47,78.7,49.89,49.89,59,100,9.89,overcast clouds,0.0,0.0,2020-05-29 15:48:38
313,Podosinovets,RU,60.28,47.07,57.67,57.67,84,100,5.08,light rain,0.41,0.0,2020-05-29 15:51:57
314,Constantine,DZ,36.37,6.61,80.6,80.6,39,40,9.17,thunderstorm,0.0,0.0,2020-05-29 15:47:18
315,Kyra,RU,49.58,111.98,40.98,40.98,88,100,5.55,light rain,0.33,0.0,2020-05-29 15:51:57
316,Ust-Maya,RU,60.42,134.53,34.47,34.47,80,79,4.76,broken clouds,0.0,0.0,2020-05-29 15:51:57
317,Ararat,AM,39.83,44.7,87.8,87.8,25,20,14.99,few clouds,0.0,0.0,2020-05-29 15:51:57
318,Ayan,RU,56.45,138.17,44.22,44.22,64,68,9.82,broken clouds,0.0,0.0,2020-05-29 15:51:57
319,Tarakan,ID,3.3,117.63,78.8,78.8,88,20,3.36,few clouds,0.0,0.0,2020-05-29 15:51:57
320,Chardara,KZ,41.25,67.97,81.91,81.91,30,0,11.99,clear sky,0.0,0.0,2020-05-29 15:51:57
321,Upata,VE,8.01,-62.4,87.01,87.01,70,85,3.0,overcast clouds,0.0,0.0,2020-05-29 15:51:58
322,Bisho,ZA,-32.85,27.44,55.83,55.83,78,100,7.85,overcast clouds,0.0,0.0,2020-05-29 15:51:58
323,Umm Kaddadah,SD,13.6,26.69,99.25,99.25,9,0,9.73,clear sky,0.0,0.0,2020-05-29 15:51:58
324,Crotone,IT,39.09,17.12,66.2,66.2,52,20,13.87,few clouds,0.0,0.0,2020-05-29 15:51:58
325,Selkirk,CA,50.14,-96.88,50.0,48.99,71,90,9.17,overcast clouds,0.0,0.0,2020-05-29 15:48:51
326,Kibala,TD,9.11,18.35,96.8,96.8,41,20,4.7,few clouds,0.0,0.0,2020-05-29 15:51:58
327,Upernavik,GL,72.79,-56.15,29.97,29.97,94,15,1.88,few clouds,0.0,0.0,2020-05-29 15:51:58
328,Hamilton,US,39.18,-84.53,75.99,73.0,69,40,13.87,scattered clouds,0.0,0.0,2020-05-29 15:51:59
329,Ambon,ID,-3.7,128.18,82.99,82.99,96,100,3.0,overcast clouds,0.0,0.0,2020-05-29 15:51:59
330,Antalaha,MG,-14.9,50.28,74.97,74.97,88,2,7.07,light rain,0.11,0.0,2020-05-29 15:51:59
331,Ondangwa,NA,-17.92,15.95,89.6,89.6,13,0,3.36,clear sky,0.0,0.0,2020-05-29 15:51:59
332,La Ronge,CA,55.1,-105.28,51.8,51.8,57,20,6.93,few clouds,0.0,0.0,2020-05-29 15:51:59
333,Bilibino,RU,68.05,166.44,37.63,37.63,76,90,4.34,overcast clouds,0.0,0.0,2020-05-29 15:51:59
334,Doctor Arroyo,MX,23.67,-100.18,72.14,72.14,39,0,3.0,clear sky,0.0,0.0,2020-05-29 15:51:59
335,Luderitz,NA,-26.65,15.16,75.2,75.2,44,0,12.75,clear sky,0.0,0.0,2020-05-29 15:51:59
336,Moerai,PF,-22.43,-151.33,76.19,76.19,72,100,13.18,overcast clouds,0.0,0.0,2020-05-29 15:48:40
337,Izumo,JP,35.37,132.77,60.8,60.8,93,40,4.7,scattered clouds,0.0,0.0,2020-05-29 15:52:00
338,Petatlan,MX,17.52,-101.27,78.8,78.8,78,5,6.62,clear sky,0.0,0.0,2020-05-29 15:52:00
339,Kalga,RU,50.93,118.9,48.36,48.36,84,66,5.7,light rain,0.26,0.0,2020-05-29 15:52:00
340,Baherden,TM,38.44,57.43,95.27,95.27,10,0,9.82,clear sky,0.0,0.0,2020-05-29 15:52:00
341,Saldanha,ZA,-33.01,17.94,62.6,62.6,93,51,4.7,broken clouds,0.0,0.0,2020-05-29 15:52:00
342,Vila Velha,BR,-20.33,-40.29,77.0,73.99,61,89,16.11,overcast clouds,0.0,0.0,2020-05-29 15:52:01
343,Mahebourg,MU,-20.41,57.7,75.2,75.2,78,40,10.29,scattered clouds,0.0,0.0,2020-05-29 15:52:01
344,Qaqortoq,GL,60.72,-46.03,42.8,42.8,60,75,6.93,shower rain,0.0,0.0,2020-05-29 15:52:01
345,Enumclaw,US,47.2,-121.99,64.99,61.0,73,82,4.45,broken clouds,0.0,0.0,2020-05-29 15:50:43
346,Huarmey,PE,-10.07,-78.15,73.72,73.72,67,7,11.52,clear sky,0.0,0.0,2020-05-29 15:52:01
347,Ushtobe,KZ,45.25,77.98,72.45,72.45,28,8,18.03,clear sky,0.0,0.0,2020-05-29 15:52:01
348,Cockburn Town,TC,21.46,-71.14,81.01,81.01,77,76,13.91,broken clouds,0.0,0.0,2020-05-29 15:47:03
349,Palmer,US,42.16,-72.33,77.0,71.01,73,75,12.75,broken clouds,0.0,0.0,2020-05-29 15:47:30
350,Urumqi,CN,43.8,87.6,73.4,73.4,16,0,4.47,clear sky,0.0,0.0,2020-05-29 15:49:44
351,Sao Joao Do Paraiso,BR,-15.31,-42.01,70.41,70.41,60,44,10.31,scattered clouds,0.0,0.0,2020-05-29 15:51:04
352,Abha,SA,18.22,42.51,86.0,78.8,50,40,8.05,scattered clouds,0.0,0.0,2020-05-29 15:52:02
353,Vila Franca Do Campo,PT,37.72,-25.43,64.4,64.4,59,40,14.99,scattered clouds,0.0,0.0,2020-05-29 15:52:02
354,Haines Junction,CA,60.75,-137.51,52.68,52.68,62,95,2.91,light rain,0.31,0.0,2020-05-29 15:52:02
355,Lerici,IT,44.08,9.91,70.0,64.99,46,11,1.01,few clouds,0.0,0.0,2020-05-29 15:52:02
356,Strezhevoy,RU,60.73,77.59,53.6,53.6,93,75,6.71,broken clouds,0.0,0.0,2020-05-29 15:52:02
357,Tlacotepec,MX,20.07,-97.87,72.64,72.64,66,41,6.6,moderate rain,1.03,0.0,2020-05-29 15:52:03
358,Seoul,KR,37.57,126.98,66.2,60.8,88,36,2.24,scattered clouds,0.0,0.0,2020-05-29 15:50:26
359,West Bay,KY,19.37,-81.42,87.8,84.0,70,20,8.05,few clouds,0.0,0.0,2020-05-29 15:52:03
360,Cairns,AU,-16.92,145.77,62.6,61.0,77,1,8.05,clear sky,0.0,0.0,2020-05-29 15:52:03
361,Mehamn,NO,71.04,27.85,42.8,42.8,87,40,19.46,shower rain,0.0,0.0,2020-05-29 15:52:03
362,Rangia,IN,26.47,91.63,78.8,78.8,88,75,3.36,mist,0.0,0.0,2020-05-29 15:52:03
363,Havre-Saint-Pierre,CA,50.23,-63.6,60.8,60.8,67,90,8.05,overcast clouds,0.0,0.0,2020-05-29 15:52:03
364,Ambilobe,MG,-13.2,49.05,75.06,75.06,85,20,0.85,few clouds,0.0,0.0,2020-05-29 15:52:03
365,Kieta,PG,-6.22,155.63,78.85,78.85,79,100,2.57,overcast clouds,0.0,0.0,2020-05-29 15:52:03
366,Aitape,PG,-3.14,142.35,78.71,78.71,83,95,3.91,overcast clouds,0.0,0.0,2020-05-29 15:49:06
367,Yankton,US,42.87,-97.4,62.01,60.8,55,1,9.17,clear sky,0.0,0.0,2020-05-29 15:52:04
368,Ostrovnoy,RU,68.05,39.51,44.08,44.08,74,79,4.14,broken clouds,0.0,0.0,2020-05-29 15:52:04
369,Manokwari,ID,-0.87,134.08,80.26,80.26,71,100,3.56,overcast clouds,0.0,0.0,2020-05-29 15:48:48
370,Pershotravneve,UA,51.39,28.87,56.19,56.19,87,97,13.33,overcast clouds,0.0,0.0,2020-05-29 15:52:04
371,Juan Lacaze,UY,-34.43,-57.44,69.01,66.2,72,100,2.24,overcast clouds,0.0,0.0,2020-05-29 15:52:04
